x_LK,y_LK,x_RK,y_RK,x_LA,y_LA,x_RA,y_RA,x_LW,y_LW,x_RW,y_RW
325.1124002,216.630734,312.7364074,216.7370311,343.5271281,259.733777,306.6923101,254.8801265,334.0183248,174.9359929,324.179299,173.2045841
314.9243003,221.7577826,320.9190598,220.9033925,327.2869384,258.3861103,311.5632946,258.144716,333.0987468,177.2749679,323.1869115,178.1266263
314.9243003,221.7577826,320.9190598,220.9033925,327.2869384,258.3861103,311.5632946,258.144716,333.0987468,177.2749679,323.1869115,178.1266263
317.6577752,222.5605417,323.2117996,222.1671884,326.7832411,258.5133836,316.2007088,258.0127214,315.0864776,180.3961305,317.9075666,179.2112819
317.6577752,222.5605417,323.2117996,222.1671884,326.7832411,258.5133836,316.2007088,258.0127214,315.0864776,180.3961305,317.9075666,179.2112819
316.9541638,216.9913078,322.4200344,216.0557448,326.3423374,257.8713179,317.1034924,257.4079542,316.8154919,178.7743575,310.8810304,179.7244218
316.9541638,216.9913078,322.4200344,216.0557448,326.3423374,257.8713179,317.1034924,257.4079542,316.8154919,178.7743575,310.8810304,179.7244218
291.4001612,224.5533428,321.4313229,219.8890509,317.12258,260.9940656,321.3712272,260.8544832,310.4053912,179.5399531,314.4630949,179.4812738
291.4001612,224.5533428,321.4313229,219.8890509,317.12258,260.9940656,321.3712272,260.8544832,310.4053912,179.5399531,314.4630949,179.4812738
285.1554416,227.3374033,311.3574451,221.052114,278.3578724,259.9744294,308.2020867,259.4544773,302.0119995,179.3923782,309.0482482,180.2218127
285.1554416,227.3374033,311.3574451,221.052114,278.3578724,259.9744294,308.2020867,259.4544773,302.0119995,179.3923782,309.0482482,180.2218127
280.8836767,231.1351983,287.2446926,230.4048103,281.9313373,261.6501603,298.6827279,259.1394979,298.9519105,182.1828461,293.9308892,181.6071825
277.0027696,226.1384581,288.7360897,225.6924284,279.2667431,261.8751985,290.7824104,262.3511749,286.5837079,183.1931746,289.8796605,182.1596779
277.0027696,226.1384581,288.7360897,225.6924284,279.2667431,261.8751985,290.7824104,262.3511749,286.5837079,183.1931746,289.8796605,182.1596779
277.0837402,222.1071264,282.6794303,221.9225566,283.9955147,259.4645944,280.7215837,259.3364443,276.5481066,177.4665185,274.2583176,175.5422777
277.0837402,222.1071264,282.6794303,221.9225566,283.9955147,259.4645944,280.7215837,259.3364443,276.5481066,177.4665185,274.2583176,175.5422777
274.3101173,221.205422,282.6000447,220.7613483,280.6800024,258.7614214,279.7206473,258.0245247,269.6941008,178.1635875,272.2981104,175.5329025
268.2536433,220.7582457,279.6641938,218.9019581,275.6755226,263.5844508,280.2718275,262.5592502,262.5168196,171.403165,267.2735144,169.8659036
268.2536433,220.7582457,279.6641938,218.9019581,275.6755226,263.5844508,280.2718275,262.5592502,262.5168196,171.403165,267.2735144,169.8659036
261.5518326,217.129575,277.0834704,213.5608651,264.542788,257.0710544,276.9066739,260.3644777,261.3438417,168.4900776,267.2497392,167.4301079
255.5241082,219.8757975,273.0686971,220.5241357,278.3041505,261.4382742,242.6284669,254.5731733,240.9359247,174.9718412,242.7971697,172.6881393
255.5241082,219.8757975,273.0686971,220.5241357,278.3041505,261.4382742,242.6284669,254.5731733,240.9359247,174.9718412,242.7971697,172.6881393
254.3995744,220.9932662,279.9032443,222.5229397,253.9629873,254.6367088,279.7114913,261.1511169,235.6224178,174.6556477,252.2124066,170.2471838
250.2888233,222.2000352,281.7730889,228.438145,251.0989342,256.6326125,282.7327643,263.7174234,234.0986459,172.8441452,249.0701835,168.4742949
250.2888233,222.2000352,281.7730889,228.438145,251.0989342,256.6326125,282.7327643,263.7174234,234.0986459,172.8441452,249.0701835,168.4742949
249.9516032,221.5671762,278.9913216,228.4197993,254.1305772,257.0084632,284.0076216,263.3887521,235.4138872,174.9433109,243.7744321,171.4574939
218.9533131,222.4636534,249.1816067,216.617919,239.0505504,255.3609253,248.6278128,255.62107,228.5605222,172.3853342,233.6507108,169.8676235
218.9533131,222.4636534,249.1816067,216.617919,239.0505504,255.3609253,248.6278128,255.62107,228.5605222,172.3853342,233.6507108,169.8676235
215.442237,225.8134965,253.087385,221.7268242,244.3791656,258.7234485,254.1872668,259.0701957,224.5884768,173.60593,226.5875843,172.8369283
210.4757975,226.9476922,245.9396289,223.5950163,250.5708547,260.5180555,257.5230977,261.1378972,229.5897865,180.4154542,226.315552,176.3352906
210.4757975,226.9476922,245.9396289,223.5950163,250.5708547,260.5180555,257.5230977,261.1378972,229.5897865,180.4154542,226.315552,176.3352906
209.8739643,226.8575824,239.4398231,222.7420764,229.5172974,260.2938266,235.6356712,261.2734665,219.6211773,180.1595587,226.4156271,176.5059325
210.0940789,229.119465,233.1202537,223.0676787,226.1386374,261.4314283,231.7033691,261.5406931,219.4277382,183.1037731,228.9229171,185.8379899
209.5421905,225.8941636,219.503802,225.6947216,225.6233898,260.499069,228.4287131,261.4051238,209.308637,181.1375124,221.8743255,184.885936
209.5421905,225.8941636,219.503802,225.6947216,225.6233898,260.499069,228.4287131,261.4051238,209.308637,181.1375124,221.8743255,184.885936
201.8021786,222.4745799,217.0144867,221.3943422,212.1871407,258.1687947,215.0761999,257.3568628,202.0050099,178.2600373,200.4538543,176.4616533
201.8021786,222.4745799,217.0144867,221.3943422,212.1871407,258.1687947,215.0761999,257.3568628,202.0050099,178.2600373,200.4538543,176.4616533
199.3936316,223.5375511,213.9230347,222.0882412,209.8783821,260.3826548,215.9289881,259.794075,197.357074,179.0977679,197.7056759,176.6290915
197.503654,220.1503085,208.744237,218.993383,210.8992492,259.1375756,211.0127295,258.0311009,193.9621086,176.4330893,189.8161837,173.6621136
205.2983657,225.2372933,201.3523381,223.7344638,210.7107506,264.0678127,194.1281641,260.6262074,196.8787032,178.0130112,182.3515597,173.2044155
205.2983657,225.2372933,201.3523381,223.7344638,210.7107506,264.0678127,194.1281641,260.6262074,196.8787032,178.0130112,182.3515597,173.2044155
190.0672398,225.0798036,209.8271389,225.9477169,208.7327878,262.7678987,207.2499903,262.8589865,177.9969019,170.043088,181.6102114,169.0870884
180.9229898,225.3785956,211.1388899,225.8578769,210.6199495,263.2095781,209.2537011,263.3233956,175.5283604,174.9653662,180.0828986,173.9558471
176.8581367,227.0157129,210.2814984,229.6386415,169.8138618,256.3466692,215.0059028,262.1797236,168.4914204,172.5011751,168.6919753,170.4202202
176.8581367,227.0157129,210.2814984,229.6386415,169.8138618,256.3466692,215.0059028,262.1797236,168.4914204,172.5011751,168.6919753,170.4202202
168.4098428,225.3321581,210.9495819,229.4912689,158.5499925,257.9142482,219.7467307,264.4070731,163.5334456,168.899045,212.0937092,176.1954384
168.4098428,225.3321581,210.9495819,229.4912689,158.5499925,257.9142482,219.7467307,264.4070731,163.5334456,168.899045,212.0937092,176.1954384
162.0038058,226.003361,185.0187,225.8511322,156.5502443,259.6019173,215.6982505,263.3254528,149.8806228,177.7122295,200.8517097,183.0557505
162.0038058,226.003361,185.0187,225.8511322,156.5502443,259.6019173,215.6982505,263.3254528,149.8806228,177.7122295,200.8517097,183.0557505
167.9167685,225.6710139,175.1380929,225.2651828,166.7435545,259.1567307,139.4770706,259.4703274,185.8609327,184.0600087,173.5351377,183.8517648
144.2229317,226.7763083,175.6999467,223.6347091,139.1670317,263.1408155,172.7061079,262.8284665,164.058237,180.7892477,178.1820113,181.9270855
144.2229317,226.7763083,175.6999467,223.6347091,139.1670317,263.1408155,172.7061079,262.8284665,164.058237,180.7892477,178.1820113,181.9270855
140.7375615,228.5252534,164.3823556,224.4022606,143.0963071,262.7829058,161.1707966,261.1879432,159.9685802,187.3883023,162.8555991,184.2883182
139.3044643,229.0225094,163.6634673,224.1250855,145.5917263,262.7170097,164.798034,261.6256431,147.5562333,187.0306287,150.7029922,184.3462893
139.3044643,229.0225094,163.6634673,224.1250855,145.5917263,262.7170097,164.798034,261.6256431,147.5562333,187.0306287,150.7029922,184.3462893
135.6001513,228.6852386,151.9940031,228.5357752,141.4840779,264.2119478,152.238618,266.8216904,130.7339387,177.2847815,140.3539965,173.6178344
135.6001513,228.6852386,151.9940031,228.5357752,141.4840779,264.2119478,152.238618,266.8216904,130.7339387,177.2847815,140.3539965,173.6178344
132.9228601,228.7474588,151.9276855,228.2649401,140.7218969,269.5597518,150.1326064,268.5931629,108.7149055,178.0964099,116.2785171,166.8562316
132.9228601,228.7474588,151.9276855,228.2649401,140.7218969,269.5597518,150.1326064,268.5931629,108.7149055,178.0964099,116.2785171,166.8562316
119.6423555,226.8826729,141.3942632,224.5519264,125.8875051,261.8245793,140.9409829,267.640738,102.047122,172.3658756,112.0512001,169.0404485
119.6423555,226.8826729,141.3942632,224.5519264,125.8875051,261.8245793,140.9409829,267.640738,102.047122,172.3658756,112.0512001,169.0404485
118.5581131,224.6760971,139.3543753,224.2582941,136.7127638,267.7596816,137.6963915,267.0972468,104.7141865,170.472357,105.4205126,167.9024083
109.4053899,229.8051691,144.6196743,228.9901684,108.0628071,260.5349848,145.1250746,266.6435281,88.58170185,171.2482046,106.2099003,167.6886001
105.2226557,230.854752,141.1058665,231.6520478,103.9042021,258.8242487,149.1225645,269.5379325,88.4888352,169.2653182,104.964037,165.6303749
105.2226557,230.854752,141.1058665,231.6520478,103.9042021,258.8242487,149.1225645,269.5379325,88.4888352,169.2653182,104.964037,165.6303749
101.4962453,229.797986,139.2654122,234.0317611,102.5675293,259.7476037,152.2444016,270.2148684,81.38956532,171.7310269,109.7356546,168.0714653
98.86470026,225.7981185,132.7587268,226.3388107,104.0945387,259.6150696,143.8883251,266.0911001,75.47380357,174.7189134,83.46352259,167.6421962
98.86470026,225.7981185,132.7587268,226.3388107,104.0945387,259.6150696,143.8883251,266.0911001,75.47380357,174.7189134,83.46352259,167.6421962
92.15073214,227.6792268,113.9781473,226.4020089,97.38879074,259.1764928,144.7786815,263.1019658,69.73642336,175.745092,81.28458342,169.6079173
82.884984,235.3116769,111.8711661,230.1959257,107.0083764,263.833062,112.833101,263.9582444,71.78604898,173.8780128,79.32016917,169.4744051
80.88977158,233.9867737,108.4325369,230.6577718,111.6205905,265.5908089,114.867121,266.1246889,76.9007547,177.5462414,81.84198568,172.6566414
74.05395128,231.6405481,102.5145747,227.6550469,96.32017084,266.1171348,99.36206589,266.6944172,71.90453722,182.160285,78.56986732,179.6697894
70.9419615,229.892817,94.23494985,225.604477,86.73446905,267.1762277,98.02103433,267.4670947,67.15633229,179.0363233,77.46517992,181.5109688
70.9419615,229.892817,94.23494985,225.604477,86.73446905,267.1762277,98.02103433,267.4670947,67.15633229,179.0363233,77.46517992,181.5109688
66.97564068,220.4680532,84.51841694,215.5340391,77.07873998,260.9995625,88.16361222,262.721731,62.44727637,178.2407811,77.29064288,175.3791898
66.97564068,220.4680532,84.51841694,215.5340391,77.07873998,260.9995625,88.16361222,262.721731,62.44727637,178.2407811,77.29064288,175.3791898
66.15778182,216.0059012,76.57287598,216.2963972,75.10874446,258.3868859,78.55212865,259.4948783,61.09845042,176.7218991,65.83048904,173.6955676
64.20179849,215.8677689,71.80243027,215.7611682,68.03452708,261.9909383,70.3749522,261.5742819,58.39606034,177.0893863,60.08609009,174.3248856
64.20179849,215.8677689,71.80243027,215.7611682,68.03452708,261.9909383,70.3749522,261.5742819,58.39606034,177.0893863,60.08609009,174.3248856
56.22126075,219.2014583,68.92989145,217.6793726,63.33797001,264.0608656,71.29939062,263.4650689,57.96906764,174.385993,56.11361047,173.4249011
47.89878994,222.7451789,68.34387462,221.6741815,64.42431593,265.6090197,66.61600687,264.9667518,63.91791656,178.8662546,63.74895237,179.3036511
36.02120408,224.8525395,69.06554505,224.6742423,65.36347053,264.9513737,72.17827253,265.3748423,39.23509846,176.993982,68.06202033,180.964982
36.02120408,224.8525395,69.06554505,224.6742423,65.36347053,264.9513737,72.17827253,265.3748423,39.23509846,176.993982,68.06202033,180.964982
35.91317019,225.6577942,67.98417337,226.2217894,79.39054212,263.804127,73.05351228,264.3212126,39.12035777,179.7567628,60.96454202,183.4844462
35.91317019,225.6577942,67.98417337,226.2217894,79.39054212,263.804127,73.05351228,264.3212126,39.12035777,179.7567628,60.96454202,183.4844462
32.75471547,226.3349662,67.88783739,225.6643366,85.18544654,263.8493842,78.68274056,264.6156543,46.33737396,179.3752465,57.02803716,184.3593403
30.83872636,224.633268,65.23553122,226.0869283,23.36340976,262.8825931,80.26037764,266.2787388,36.93032772,178.8894565,48.85931693,188.1933546
28.2390376,225.9142967,37.28041771,226.4348221,19.19097598,262.7837826,78.72662354,267.5331932,36.50862965,181.460653,42.65885124,192.4365724
7.000984251,232.6464924,34.17583451,224.3494493,28.32703328,262.2476431,32.03887925,263.5435102,28.12730043,182.60908,36.74868341,182.4256231
7.000984251,232.6464924,34.17583451,224.3494493,28.32703328,262.2476431,32.03887925,263.5435102,28.12730043,182.60908,36.74868341,182.4256231
3.693205974,233.3693601,25.30843499,227.111387,28.2690812,261.8349662,23.50508726,264.1894878,13.89059913,184.3336091,25.99507491,183.3255739
3.693205974,233.3693601,25.30843499,227.111387,28.2690812,261.8349662,23.50508726,264.1894878,13.89059913,184.3336091,25.99507491,183.3255739
5.661182025,228.2780923,27.2047147,225.2513223,6.841131782,269.192332,25.03528141,263.9455642,-8.779919175,193.2793277,13.31752272,183.3912677
2.913028082,226.2218906,16.77734512,223.4291294,9.598587407,269.3072961,21.07154045,262.0210536,-12.25295599,179.700343,-2.102122362,175.5141521
-4.472958895,230.234337,6.317051706,230.0366824,7.946827736,276.5284519,12.04501457,275.9233812,-12.23271228,172.7054396,6.959428216,171.8013745
-6.415527559,236.7942384,7.819903303,235.7768616,4.777506609,279.9921799,4.982112543,275.6598641,-6.877807365,178.1723894,17.15944523,178.8078115
-7.724307665,235.592022,6.288020338,234.6965902,3.174100408,279.8078124,5.362777294,274.9127829,-3.533200694,180.2584366,19.20789684,176.6189744
-3.01169047,248.0959962,-0.491014642,249.4055214,-1.701905898,281.8899477,1.815555706,284.671951,14.42175381,192.8966649,4.958714088,195.2344933
-0.557635755,243.0089439,1.522061068,245.8286166,1.337358707,279.4690241,1.988545666,282.8945768,11.51594655,194.0012511,6.405386209,194.1588757
-0.312144868,238.9446304,1.439568143,241.0957307,5.858180102,275.9484379,3.324301575,280.993639,11.26247918,188.0521872,14.40590893,191.7717095
-1.208283992,242.3226665,1.244632745,244.9501478,2.97005882,276.0263734,2.19462912,283.3350422,5.403214651,186.0769898,9.47481614,192.6911863
-3.082513149,233.1811143,0.776298019,236.091605,4.285953837,277.8049278,5.58112353,287.4279533,0.244121932,174.3333503,-0.72934191,174.8149585
-6.686180842,226.912923,-3.928772114,229.1702529,-1.076066189,269.7941315,-0.253392773,270.4764295,-5.139025781,176.5811364,-6.633051779,178.1141823
-15.12327537,199.6001281,-13.2385808,200.9780449,-6.926515987,259.0665872,-5.840633763,259.0604158,-13.3213451,250.3718741,-12.06191963,249.1937028
-15.43326578,199.7435212,-16.15847297,233.6360134,-10.39790772,257.9991645,-9.031216633,258.0695459,-13.26643447,241.3399577,-11.27564513,240.189541
-13.99373781,193.7635327,-14.54350165,194.5648417,-14.3749453,212.7692011,-13.13377174,211.8835155,-13.25194066,241.6531161,-11.19377767,241.4804844
-13.99373781,193.7635327,-14.54350165,194.5648417,-14.3749453,212.7692011,-13.13377174,211.8835155,-13.25194066,241.6531161,-11.19377767,241.4804844
