time,x_LK,y_LK,x_RK,y_RK,x_LA,y_LA,x_RA,y_RA,,,,,,
2.242396,156.9551959,415.7865318,171.5447357,420.6844677,165.6610796,510.5767039,170.0586317,508.4077471,,15.38975138,4.903349679,95.189123,,44.51776709
2.285263,155.990356,415.7324979,176.2338126,421.873898,165.2442546,510.7618707,171.7812956,508.8471243,,21.15453451,6.811692801,95.47887899,,12.1359824
2.328617,155.8647708,414.6443337,176.9436064,418.9715315,165.2008603,508.7824888,172.316505,506.9904396,,21.51840958,7.337836182,94.59997258,,-8.462731552
2.373489,153.2896857,412.6191634,174.1192888,418.4001474,163.9662117,508.0629104,170.5043926,505.6823018,,21.61694107,6.958096492,96.03903919,,95.16144464
2.415638,153.3520983,413.4779304,170.9930349,416.641841,162.4878025,512.238304,173.1389075,509.6164427,,17.92241542,10.96905622,99.18201694,,-114.7752519
2.450618,150.5790598,412.3657512,171.3034639,416.6339753,163.8302339,509.6800523,170.3506695,507.2623951,,21.15936347,6.954217911,98.21235571,,-7.586180694
2.49318,154.1973378,412.5033819,173.0355894,416.7051085,164.8564605,510.9957138,171.1399752,508.8762692,,19.30114581,6.631334888,99.0674333,,23.84634366
2.524937,151.9420294,412.3406341,172.2326613,415.7393756,165.1359968,509.3043987,172.0735234,506.7622583,,20.57331249,7.388623224,97.85730643,,136.1658031
2.565818,153.2187044,411.2924444,169.8529836,415.7150185,161.2589677,504.2529107,174.0232475,506.4689476,,17.21215867,12.95521742,93.3075245,,0
2.605177,153.2187044,411.2924444,169.8529836,415.7150185,161.2589677,504.2529107,174.0232475,506.4689476,,17.21215867,12.95521742,93.3075245,,68.04233844
2.636335,153.0423912,414.7688929,175.5675272,420.1326909,162.135195,507.188032,176.8335246,510.5381353,,23.15495802,15.0752806,92.86536681,,-41.89794937
2.693488,150.936379,408.8827669,171.0331043,416.250114,159.5465064,502.5763011,172.2254035,502.3632433,,21.40458295,12.6806871,94.08832364,,36.52647238
2.742605,152.056063,412.0173425,171.0641301,416.4928487,158.8050979,504.427856,173.2711614,503.9262372,,19.52784603,14.47475784,92.65663752,,-47.33566451
2.784418,150.2228424,412.3607733,169.1277625,416.2773589,159.4232961,503.1111685,171.7047285,505.4142601,,19.30636286,12.4955117,91.21558297,,0.628330134
2.834835,146.1613874,413.8321908,168.2605598,418.8254651,156.3489482,507.7909168,168.8145595,509.0314932,,22.65626203,12.52719022,94.50941004,,15.67168029
2.865709,146.9160764,413.8845908,168.7961872,418.69874,159.4243221,503.9445145,171.6641841,508.3573231,,22.40346583,13.01103768,90.92439754,,-196.9155934
2.907147,146.4886878,411.588187,168.751178,415.0880046,164.9459471,509.0978006,169.478318,507.3679931,,22.53590897,4.85124932,99.24109615,,137.8114371
2.938116,147.9866663,414.1780536,167.0031311,417.473553,173.07279,507.5321468,164.0568382,506.1642373,,19.29990284,9.119131716,96.66592119,,33.84643196
2.993451,149.1565464,412.6017981,168.8044709,415.4443169,159.8898232,504.3697942,170.7856198,505.8210725,,19.85247718,10.99202403,92.39355139,,-188.1972542
3.025231,152.81364,414.1710998,168.3507873,417.1996215,165.4056344,511.3652496,170.2775793,510.1924626,,15.82955748,5.011115291,98.00643386,,-66.08380589
3.077921,152.4632934,413.490698,164.7324143,415.7616048,165.4134431,508.8831089,165.9440737,507.448968,,12.47751359,1.529159558,96.26743185,,229.8898174
3.105485,150.3499476,412.1309202,166.9692744,416.8802058,161.874012,502.994057,168.2686915,507.5744011,,17.28460983,7.865842484,91.59101315,,100.7391918
3.13447,155.0570738,412.0210284,165.1711454,414.7344662,161.6495167,506.1401462,171.1414192,511.2623115,,10.47173286,10.78576796,94.34971457,,-7.45345522
3.171842,152.1335421,411.6503146,167.9746398,411.3779791,161.7331514,506.1444021,171.3692584,510.3333232,,15.84343848,10.50721743,94.98044573,,43.52490664
3.219625,150.2576491,411.9885016,169.399775,410.8290142,159.480237,504.4767981,171.7775907,507.161357,,19.1772103,12.58696804,92.94698014,,-103.165999
