"time","x_LK","y_LK","x_RK","y_RK","x_LA","y_LA","x_RA","y_RA","x_LW","y_LW","x_RW","y_RW"
"1.924204","539.7778116070343","224.70658334219968","523.056485780946","225.4273600893726","534.4987028248115","254.79858255942975","524.3318825807089","254.32193171282228","555.335332373237","194.9196150367826","515.3778342161661","191.762637839707"
"2.024497","500.7304825244711","222.801025390625","487.57941790035267","223.10993452851415","498.5710525215832","255.45093390913792","485.93258821361263","254.4882233022252","512.7791192318215","186.28078214296573","482.4396891909351","184.96839043880715"
"2.139161","498.41211269987235","225.96110516856157","485.01156010609196","226.58725319947717","495.07208323200393","258.22551801510826","483.2554318914154","256.9769652845331","512.0461682271401","186.0677494984193","478.1633885008816","185.31331649364665"
"2.241234","494.659709767145","223.4708118958232","485.1196108569431","225.54262771309584","492.5544400345027","256.9356874696012","479.56271991655524","252.89423866123542","506.7567062674794","182.61302570981275","474.9376823929961","184.30133555371475"
"2.35618","488.43846183806545","224.00303940828672","482.21974318686165","225.39498533256324","487.11322140229817","259.36204059764106","478.8262279228478","252.79165115059584","503.1227409867461","181.72197797604576","470.05533300021284","183.45116095041953"
"2.486734","484.1636112673274","220.30368386353967","472.7519816239057","224.3915702137038","483.37201473963404","257.7929103272435","471.33919444993313","250.28183185265686","495.9721014713035","185.71149227869654","464.0157883937257","189.15646991655524"
"2.638046","474.46902406447595","222.1682000661175","466.4414333239604","223.71561227048886","469.9676176434825","250.25400979602387","465.1346397548335","254.53789831970454","481.24067658301925","181.70113672634972","454.0995690015504","188.27368449051556"
"2.756197","467.8733418386734","224.68864233113453","456.4563501261552","224.5922937059217","470.60435491777116","256.6080279517267","454.7283812051617","254.51850718932394","480.49706888755475","189.00670294260703","448.88372588992587","187.57533400717415"
"2.891708","464.6134736176131","224.79183686846426","459.66435128891055","224.995393151903","466.5928864831591","255.81369980392753","461.128904350073","256.370073489178","471.8922632120927","186.40053501945528","450.94080444810925","185.9257727003283"
"3.022028","458.15076396066394","226.0490228675219","458.4556262539519","226.32538863007665","457.4899142372933","257.8048147951119","453.7266859952578","261.14248360362967","460.3703907769942","183.1314602269273","450.9671089380168","183.0703865971547"
"3.102972","462.7589396317182","222.97173478538429","446.7742744178624","223.91279477368073","464.7624986700511","254.76603918409535","444.72144504651027","253.70583334599957","460.04010081012893","180.45605753739056","455.3166237916464","188.10955121823326"
"3.18109","448.42457764621844","226.80176968704404","447.6105211309886","225.96838948884363","448.05439253632665","257.3220262341926","445.7870466774076","255.24754624422422","447.01347665749637","182.2515075921085","446.35161522297545","183.4683263162695"
"3.270834","444.5677323990759","231.41894958733587","441.0871088050219","230.6240481365516","439.8226384856822","258.46165139758637","440.81775757310925","257.3215541023225","443.1310688419565","188.2892985659351","430.0681579827335","187.32324931222644"
"3.355992","432.1714717404852","225.86826380866978","432.1669864877189","226.08001495242587","426.6221349100195","255.97796797102995","434.0945997423699","255.35178621640932","446.14242708080013","185.980202760214","427.59971767084147","187.08475527039764"
"3.453144","428.51568722261067","233.89615806253045","422.5028855141963","233.9009468286418","427.77369826498665","263.8908981145124","423.42162040977627","263.45970682225806","446.14421443716566","192.4515119619407","410.45286613494045","190.6779485917741"
"3.550071","426.42856084326365","226.10422857262284","416.27185771066394","225.92542548866123","427.5931752720696","260.37122247005715","412.4679249566817","258.75140547102995","443.1894445753283","188.1000748571255","408.8932796730606","188.7983578930569"
"3.650942","426.17202461925467","223.0138219692364","412.8132894196863","223.30458775383028","427.3419336697471","257.88757276720577","407.92203696878045","255.48239812591197","437.0060009195647","183.50059990196377","402.60954171859805","185.67800463962186"
"3.750055","420.7800763200693","223.45658049230912","411.8644392555326","222.91706865956348","424.88202545522256","257.95198504377436","404.90322579112967","255.90380954371352","433.2302949066756","184.19493726440908","402.9502860340163","185.31948793166345"
"3.839014","414.8514827030642","225.43693762159535","401.99937872385703","226.26276370987358","415.6147850422544","259.1800000379986","399.41030871914523","256.65854606183126","417.16398460299126","181.92020591409295","395.1276005251399","186.5414326589859"
"3.922045","407.43182919275904","222.25176740713158","402.8826700054718","223.5512429322714","407.0667700860287","255.42604581484073","405.45103365530764","255.3063603857612","406.47677386688355","183.65367179900295","393.45645604708784","183.72793139743436"
"4.007416","399.72188202973007","222.78052137797908","397.39278806693824","223.63986882903697","401.9180371473736","255.71458583490397","399.7917575465102","254.47459892540127","400.2739053570343","183.81423035855425","389.4175702403028","183.91196165567243"
"4.089046","395.22378053182763","221.50991334432757","387.7901654076484","221.4884987916464","393.0253322022435","256.79124884104453","387.723122682089","251.53588154714862","403.9978454827335","180.64079599343387","373.82028922589376","180.07845321239665"
"4.184073","390.20785154350074","225.2090665468446","379.48583794382296","225.94117445890078","396.0821162717352","258.5287278468507","383.42196762144334","256.9021323831165","395.72558926237235","185.18169287299372","382.15284343081225","188.56954255456594"
"4.273111","389.38377908788306","224.5395835549915","375.50438360666953","225.49130023407105","394.6690593081226","259.67327667117587","377.19458197805204","256.1698221288303","393.49861067834996","185.3470739223614","378.25846369999397","188.7591372241306"
"4.355055","388.3514627538303","224.9115222975438","372.5723435220088","227.5661849084995","390.83666374711214","259.7462210451119","371.87696072470817","256.10325153514106","388.710991172939","186.30158966895675","370.5156022008755","187.06425125775172"
"4.453225","380.77162164472884","225.085671510214","370.8445769432454","227.52261388162697","384.8465918158743","259.63176279030887","368.94353796814204","253.99771201285876","381.3036805386673","181.36410201848253","367.90181272039155","182.56803828732978"
"4.550159","356.1491015245015","225.62781379195042","376.93416752796696","225.11420176465225","359.2166434558913","255.61408919397496","384.16139357748665","260.0918552977566","365.3355062165613","182.8863226152116","364.0162686002858","182.9695189954706"
"4.637894","358.0325030018848","225.6652471045112","359.53384862521284","226.79074203550584","362.6556857216683","255.24029564764714","374.5780946011673","258.3520156325997","365.99220792421573","179.97549474100197","352.86660469737967","178.41816776735777"
"4.717161","363.40731965892513","228.38263580678506","360.2771865310372","228.74627851790495","365.549516848553","258.7880294146705","360.2769504651022","258.9072089881749","366.63929837594236","180.807627162117","347.785454063564","181.47060147890323"
"4.806063","363.074028282314","224.26345385837186","353.8824975870927","224.58730259758028","365.53214914047305","257.8689572820404","356.3984883230484","258.6359692287816","367.8051268581287","189.51525641415373","340.85310809064936","188.27823719069193"
"4.891416","354.0000246990516","227.33194005350197","348.9458193055387","227.8291960838704","357.7775517920112","259.8756189012342","356.7163005190601","261.2769062917984","357.0288180933852","186.77024799747693","331.24765264013865","185.44534479875972"
"4.990128","350.6712252249514","231.454022240546","341.51274376063964","231.83091836773468","353.6060981008329","266.4842847534655","347.8363094107186","265.1008034791464","352.3007546510214","184.03367050705253","335.2292081484071","188.5703856471912"
"5.090178","339.79462216150904","231.2352902898529","343.0716557484193","229.8913669215102","341.4122471197106","264.67065762174735","336.66914290491246","260.4489218863996","349.00345311740034","185.27514125957566","344.1116273635093","187.18329593643608"
"5.190074","345.5742918971912","228.8178402199356","330.6984958277602","230.87555952851415","345.36992624483224","262.67384332441634","324.97355966530887","259.00109578292194","348.4125126345149","193.00400742111503","324.0973166380411","191.05046063731157"
"5.288095","345.3670260062014","228.8458983425037","320.7380646583171","230.96435404380475","344.63990920248665","262.2509143398894","314.6799720140747","259.30167516567366","346.95713242111503","189.63720133146887","313.59680033286725","192.64683966135703"
"5.373437","318.0178768885275","230.746971041312","316.8000464532162","230.91892821315662","314.389712085056","264.1743458551192","311.0322811854025","265.5632229222398","327.11275544519094","197.44680204280155","299.05058603249637","195.42948373282468"
"5.465077","317.2668499779609","227.68485862642876","311.0732892106943","228.61391297574175","317.7450183912938","260.4178286303806","312.12074748829644","261.1340189536722","327.8441551594419","197.54824294747084","299.52511228568824","195.28467414351292"
"5.560033","311.73521809262525","230.79168867415495","312.6664982064689","231.2345483683427","313.134920469054","265.8858238843629","311.1898383352079","264.7897697478417","304.29364417406373","198.5070078808974","305.2676184984497","199.216386015777"
"5.654129","295.87674698291585","229.28744281219605","306.5230508648468","229.14813018680087","301.7094641065783","261.47877638998665","307.7206808008573","264.1351589098979","291.80730749939204","199.3176583019212","308.66012205131324","202.0476259461637"
"5.738275","294.3433301161236","231.06960572714013","287.26998533256324","231.10154207578432","298.33871234344605","267.7725302848371","286.0640593651204","263.5123158020732","298.8088882386917","193.48308637448326","281.05430181481034","191.42803123860045"
"5.826145","284.1700349206591","231.1644705093325","293.60764749133637","232.0008183935737","284.6762951802651","266.5660310144091","296.74816752036725","268.38535745227387","285.3331655064446","192.9923727428867","300.4703877371109","187.7641867552286"
"5.924369","285.5121034852262","234.00869406614788","284.7008460375122","233.95591646780764","280.68931015549003","270.8529209478356","273.0981041578004","267.9077960656311","281.6751383621869","185.6139970475134","270.0656517414731","194.75376185554478"
"6.026101","281.6773641267176","233.24633599069796","272.80437068716566","233.57922268284898","283.42767500227995","267.5232446574052","260.302571693747","264.1617669131506","279.02118394903636","187.8098823755168","264.41684684308126","193.5397421988996"
"6.126077","265.5043182966774","240.53504035445042","272.4856648129712","239.174659818063","276.950244948094","270.462467891233","277.3537996640929","271.56192812196014","272.85821058221364","179.9669289199295","267.8456708262403","179.24335310524077"
"6.22613","256.1571021172787","239.21775871306545","265.4906601961485","238.79958477094482","260.86838801640016","272.53924109314204","266.27576491062746","273.32561044655887","251.8887264979025","186.23785186648837","266.21029033735107","193.76144183563355"
