time	x_LK	y_LK	x_RK	y_RK	x_LA	y_LA	x_RA	y_RA	x_LW	y_LW	x_RW	y_RW	
3.911999	167.8439248	411.1473659	182.5747431	410.1603538	171.7431261	506.5263254	168.1557788	503.6858585	144.5037771	245.2834881	163.8405125	257.447752	22.84466359
3.950884	159.7781075	398.6833126	182.7048881	406.6523286	138.7068907	465.6271659	171.2163903	501.251178	109.0279023	247.7452236	168.3867339	260.4735568	60.7081655
4.004304	162.1765374	409.6124909	181.5698717	408.4442637	181.3983843	507.3006597	170.0801009	505.6927134	120.7947205	269.8794876	175.5957221	265.4259636	54.98166655
4.036118	158.3964046	409.5258542	184.5127067	408.4082791	180.3767555	502.1174687	167.5207852	499.4959874	117.8504035	275.5015997	179.8057895	269.0763885	62.28766478
4.081592	153.5877462	398.8866048	179.5207244	406.1549656	179.818671	502.0152906	169.0178897	499.167414	120.8418387	282.6445844	177.6081058	268.69684	58.45467187
4.109366	145.8882349	404.141195	178.2415795	412.1940737	168.2248982	485.363798	120.4928601	471.6379651	139.635157	259.1496687	163.8221972	264.3917574	24.74858397
4.147777	140.9686208	404.2149121	172.2535415	409.0693397	153.0187181	491.5524684	136.2217671	490.025269	117.8784655	266.1611214	160.3210117	264.5100658	42.47464789
4.215301	137.4174862	411.6530885	172.187994	415.7044929	143.9122348	505.441961	178.3011992	509.6659168	117.5097086	259.4244551	122.2562584	250.3538804	10.23743423
4.258778	131.0550675	411.7689081	171.1277777	415.9970437	140.8410217	507.2467777	176.1755799	508.4239725	83.13624757	269.0410498	161.4748754	278.515967	78.90953466
4.319503	124.3267419	411.0121671	155.5418022	414.7230286	126.2037558	483.3033652	168.4449667	505.6040248	95.59823003	286.9082107	101.8623465	280.9350111	8.655533999
4.364295	100.2452616	400.9147009	135.8273612	402.6347428	105.3311003	459.6013953	150.3550774	490.3434688	102.8199287	306.8379134	116.8833597	301.0899501	15.1927342
4.409337	68.26929946	360.8730545	137.7801062	381.8974951	114.7322813	461.5951787	154.816942	471.615584	104.7275885	296.6379271	177.0192995	311.224332	73.74859108
4.446444	68.26929946	360.8730545	137.7801062	381.8974951	114.7322813	461.5951787	154.816942	471.615584	104.7275885	296.6379271	177.0192995	311.224332	73.74859108
4.494557	69.5729344	354.2108843	64.57886217	343.5718248	118.9455975	448.4393619	140.9620471	454.2678061	79.25564658	269.4974503	173.5207548	303.7225081	100.2859173
4.550988	65.05304596	345.8401857	63.97367841	326.2980302	147.3770747	448.2345878	138.7253959	430.5784518	100.7691665	275.1660536	167.1226745	294.6826742	69.16419959
4.578847	65.05274197	342.7830131	61.92382813	327.3461819	128.7197342	433.8206773	152.1810212	461.666578	99.38096577	258.1394394	156.6247226	285.4379332	63.41967721
4.610136	65.05274197	342.7830131	61.92382813	327.3461819	128.7197342	433.8206773	152.1810212	461.666578	99.38096577	258.1394394	156.6247226	285.4379332	63.41967721
4.67019	79.22262585	357.0511232	84.322999	343.8147875	111.1817546	437.9015306	104.192246	422.3326924	101.7769828	262.9089403	153.2842519	289.8211979	58.11427002
4.706932	83.32527131	370.1792391	78.9140587	355.4066984	110.702479	445.6423273	150.7669815	458.8581438	106.4230264	266.2373085	156.7617263	295.6386035	58.2959764
4.749464	93.83272282	368.6917862	79.20003572	355.1135396	111.3946984	445.7503952	150.1756483	459.2468309	107.4832046	266.770808	156.4421966	296.5978006	57.32915825
4.776252	97.00561998	392.3545416	128.2664306	395.7365257	111.8688822	458.6155992	173.203581	486.535711	195.2718796	343.3414777	208.7958262	338.9748374	14.21142785
4.816724	97.00561998	392.3545416	128.2664306	395.7365257	111.8688822	458.6155992	173.203581	486.535711	195.2718796	343.3414777	208.7958262	338.9748374	14.21142785
4.844363	119.5395717	396.8916054	131.0839274	396.9566589	107.3101213	429.4572288	140.2676807	457.1691847	103.6004757	268.9277192	170.5415932	326.9630426	88.59577853
4.91268	125.5054566	410.6827198	158.3169306	416.9455633	132.2361381	480.6377295	172.1031622	504.2266537	103.2361837	284.6977786	166.6683639	307.9413721	67.55668821
4.973573	131.2551488	413.3311041	163.020428	420.3852672	142.5181443	503.4575252	174.5456514	508.4957138	117.1966196	305.3041213	142.4078915	303.4541624	25.27905414
5.015047	133.8526341	412.6268391	126.120634	409.2492248	137.6611708	494.6335041	182.3311345	508.9491124	104.0834372	280.7444674	113.5213818	280.1617408	9.455917103
5.057997	133.8526341	412.6268391	126.120634	409.2492248	137.6611708	494.6335041	182.3311345	508.9491124	104.0834372	280.7444674	113.5213818	280.1617408	9.455917103
5.109184	169.0192577	417.4116154	185.7369057	418.1056967	153.803369	496.927894	176.9863927	507.5452183	80.94853858	264.0051602	69.93321756	262.213035	11.16015276
5.16541	171.040856	417.6276371	206.8066026	418.9770413	171.0481138	511.6438169	173.8138945	508.7462761	132.1109139	258.0953991	167.473895	263.1219981	35.71844239
5.21376	170.5482999	416.5493145	184.608843	416.6680979	166.1270177	503.2275961	177.7910308	515.9754985	108.5210018	238.0024547	177.3244657	261.2032238	72.60986391
5.270021	169.4370326	419.3576727	187.2011035	417.9392631	173.5522556	518.6311786	175.3036083	516.8711241	109.165628	237.7403978	188.4737506	262.7990865	83.17280918
