"time","x_LK","y_LK","x_RK","y_RK","x_LA","y_LA","x_RA","y_RA"
"1.160473","511.0084561002858","212.08882538910507","493.2005524987841","212.8942149121474","519.0664656227201","244.32211125592778","499.9316691239057","248.46806982611872"
"1.195536","518.6965165787634","220.2576510062014","501.6812212161053","218.7025160733828","517.1986107733463","254.65545915536848","502.99172439278334","255.21952184536116"
"1.264789","519.6503241275535","216.10980390852995","498.82145103128045","215.74973591014106","517.4172415529245","251.7225759780825","499.07572776705376","252.82355377553506"
"1.310349","517.9117996868921","214.30285407040373","492.80655845315545","216.11884186147256","516.9035283545112","252.81212143953672","495.8090473575815","252.78709845041953"
"1.361522","519.3346365249574","214.60383813761553","491.5927748624453","214.96154547665373","518.7768801678016","252.94151929565908","494.01457529030887","251.93614820190908"
"1.397578","519.7185471827883","215.36356576407468","490.7375417033986","214.75954048364542","517.3631487300888","252.43829416950393","490.9375907215163","251.43022517935316"
"1.425365","519.6314725764531","215.17744463612598","489.74842543546333","215.25403117020306","516.3959865941148","252.64576240272373","489.1646006543349","251.56329891932154"
"1.467706","519.5924879734619","215.60158767403334","488.59989721394703","215.86051828109805","516.7412161622995","253.76505217199662","486.58301731213527","252.71405290536848"
"1.489751","518.6142644622447","215.83148217108464","484.0034911159412","215.53434260624397","517.2258258032892","254.53314327729817","484.35189071239665","252.9153834242765"
"1.527722","519.4723641362172","214.49602345269943","488.53841889971426","218.35775863706834","516.6161686641233","253.5260522745927","481.8897904570465","251.81862108995017"
"1.558545","519.5715792763558","215.10338737992464","488.5669828778575","216.92551288530524","514.9652584090771","252.65908326620263","480.9863998472459","251.18620044990274"
"1.603259","518.5133631368556","214.85929520306422","482.2327605369954","213.42499230529552","511.34663741412334","251.5154449819127","479.51483225544143","251.23176117537088"
"1.639564","518.5186577585421","214.54920573549975","487.01633319780524","216.70614018421696","519.3319049048517","250.40883532572354","482.90194001550344","249.99818176982006"
"1.667282","521.2784034343082","212.761208619589","487.17733016552165","214.75589832350443","515.5509042702761","248.53868726440908","482.3777050211272","248.33341107201488"
"1.695107","520.1019182613388","210.56569425234073","487.216685729268","211.6663685364482","514.9493408203125","247.11335487217292","480.70325561998425","247.7008555371474"
"1.72498","519.0003671609011","213.95492660581834","486.0215850711333","213.91992140001827","512.7897421988996","247.8106936443641","480.8245597869042","246.31022483736626"
"1.762483","518.743898384302","214.98572537314567","485.5323552825572","215.85387471121112","518.7322974297788","248.92964617658686","466.696553152359","247.79980088764592"
"1.807223","516.2411947881202","216.1704054064324","480.34187239709996","215.6075904935251","517.1235418059947","251.18400840907714","465.0849984610591","251.63910980818338"
"1.845092","508.2554888892267","211.814617943671","476.99455860894943","215.73685345482738","514.2013153194918","251.10806262539523","463.0224903863692","250.90646231684707"
"1.874303","508.2554888892267","211.814617943671","476.99455860894943","215.73685345482738","514.2013153194918","251.10806262539523","463.0224903863692","250.90646231684707"
"1.911983","505.18514789032105","210.74736385122816","475.3378816003466","214.55311768528088","512.7886293166342","250.54032405155647","463.1855107763862","251.33360676450025"
"1.960842","498.34240580161725","215.6603343681603","472.0549126413546","217.94892616123542","508.2128958497994","252.32026120196986","466.5235842693641","252.63948979359196"
"2.0064","492.6944608577031","216.37406286098616","473.0700973332624","217.85503936648837","502.7363684984497","252.535721953277","467.0042145131627","252.83501983523837"
"2.055738","488.15960052134","217.82698124392027","471.6525213931785","219.23696935037697","495.19595040050467","253.29740555462672","465.4014617088704","253.9844923204949"
"2.113155","486.1954982178685","216.29305852155278","465.6181027898529","217.4661376003162","489.96597705648105","252.90691877431908","464.11328362490883","253.05304358812623"
"2.161226","475.4756429353113","212.2903245265382","463.38667267676925","213.0882948344784","481.080421536813","251.8055700161114","463.7272146499575","250.52228186937623"
