"time","x_LK","y_LK","x_RK","y_RK","x_LA","y_LA","x_RA","y_RA","x_LW","y_LW","x_RW","y_RW"
"1.807012","36.24500301375927","221.27452188335968","41.311319432833784","222.48530406432394","35.00411188741602","259.3552621329341","38.383166005175404","258.16033009332443","39.81987171692607","181.79289892768122","58.94497265055022","180.7993985780946"
"1.862411","81.65188515511005","223.59096945677288","75.02044737107096","223.38009512934707","82.98530358934218","253.92331751960728","75.70666575153514","255.3208615789154","90.12095291790796","186.53320407496352","70.29890946562652","187.09359088111017"
"1.94674","90.1426203983767","224.12484943078186","82.50027240203977","225.17105993129866","92.30112299937683","257.57444816619045","86.97169844927956","254.2905686671632","96.60001857178685","183.90764502143122","77.2686634583232","184.64002272312746"
"2.012243","82.70892096493495","223.67578457487235","100.21060489402208","223.65177329690545","90.31200613771432","257.1348933950936","101.31190306667224","257.8930360074173","92.11461404882053","183.91192793196745","100.63698212738632","183.31286003617464"
"2.063439","85.91382797775566","223.58941816634245","99.99796007208325","223.24294082107247","96.59280169891477","257.6672220786722","99.62714264272253","257.2322874551617","94.56738969973554","184.9899736100134","105.14937404528666","185.11454897631933"
"2.131255","108.58855963680995","223.98381689643122","92.85809528039124","225.03576042679964","107.88611172330984","259.25038141035384","94.16542842879834","259.004670495653","111.72257942170022","180.0044634036053","95.36861434520915","183.26568057286602"
"2.197502","111.70677986590316","224.13483164746475","95.52107078463187","224.96187178912334","108.08030967860834","259.60738055158686","93.94659530699022","259.30403582502436","109.86167165555844","186.08275654714862","88.28531263774471","185.10136300766055"
"2.281233","110.27665027662938","221.65003533864302","99.51152092009667","222.45124312226415","107.71573113467444","255.9134207996413","96.8789641977748","255.54630454690545","112.27986364698596","184.63452575921087","93.48571872340102","183.43018480590348"
"2.366528","106.73346920978236","220.62493587746235","109.2479508099389","221.337922448778","109.83873953615182","252.3487240089981","109.04339124627614","252.40888709873542","110.93795527001764","184.32008593370017","103.72093907218964","184.02979228097644"
"2.449038","109.21249033412117","220.79122746686528","112.1766691096562","221.47473952000246","114.10544583213006","249.86318577866615","113.74030241613723","250.39403061922422","112.99002585800706","184.41181441132665","112.7870428775535","184.79616347732247"
"2.532037","131.23115260498997","218.6522003055083","122.19818233979817","219.09769044868682","128.6133584345361","248.94640685797668","123.97022814323931","248.78898460299126","141.22409342606244","179.62743238159658","114.63086958710787","186.01807448093996"
"2.613117","131.23115260498997","218.6522003055083","122.19818233979817","219.09769044868682","128.6133584345361","248.94640685797668","123.97022814323931","248.78898460299126","141.22409342606244","179.62743238159658","114.63086958710787","186.01807448093996"
"2.695003","135.9543598338324","227.66172416479208","126.49024043101745","227.59012873905647","132.4739132892297","259.93038619817","128.20808380958172","258.7842523597094","147.95201473013438","182.48325689293534","118.9932500341987","182.8881436952821"
"2.796221","141.94654792755958","228.5737817667802","133.33595020576212","228.94420294260703","140.8447607611868","262.5896689567121","132.31096877754896","262.21304261916345","153.870339478964","184.68514504043048","127.88097230191362","184.39245700465102"
"2.898041","149.49018663933305","231.65848906402","135.37938752526904","232.5734469046389","151.56601557750184","261.1665623290066","134.81089859899382","262.8995560820465","156.50699363144457","186.86464064779915","133.12125666874394","193.31244442713404"
"2.962961","150.86363511141172","231.3749064285932","147.86035369991794","231.50309023133514","156.59302280292437","263.5198024645854","143.17844114785993","260.0652135707989","160.7681523779487","192.7836567325815","137.99114515252614","193.09512887205136"
"3.045106","157.99763197843203","226.84719551769217","158.6512816907831","226.60344057788183","162.13414791122023","260.58256892935316","156.82146718066028","257.10059638709873","163.92219561268848","187.08806019348862","157.2580374038637","187.8298805325876"
